,GBS-CODE,Gruppe,Geschlecht,Geburtsjahr,Geburtsland,Nationalitaet,Familienstand,Hoechster Bildungsabschluss,Berufliche Ausbildung,Erwerbstaetigkeit,Berufsgruppe,Personen im Haushalt,Nettoeinkommen Selbst,Nettoeinkommen Haushalt,Zurueckhaltend,leicht Vertrauen,Faulheit,Entspannt,wenig kuenstlerisches Interesse,Gesellig,Andere kritisieren,Gruendlich,Nervoes,Phantasievoll,Schlechter Schlaf,Leben genießen,Zu Nichts aufraffen,Alles anstrengend,Wahlteilnahme,Wahlabsicht,Desinteresse Politiker,Zufriedenheit Leben,Aktiv,Verärgert,Wach,Nervös,Ängstlich
45,GBS-22003,NEGATIV,männlich,,,,,Hochschulabschluss,,,,,6 000	 bis unter 	7 500 Euro,,eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
46,GBS-35531,,männlich,1960-04-04,"sonstige, und zwar:",1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,"Selbstständige (im Handel, im Gastgewerbe, im Handwerk, in der Industrie, der Dienstleistung, auch Ich-AG oder Produktionsgenossenschaft des Handwerks (PGH)-Mitglied)","mehrere Personen, und zwar:",5000	 bis unter	5 500 Euro,5000	 bis unter	5 500 Euro,trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),weder noch (3),3.0,3.0,3.0,2.0,False,,,3.0,3.0,3.0,3.0,4.0,4.0
47,GBS-23120,NEGATIV,weiblich,1988-03-30,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,2 250	 bis unter	2 500 Euro,trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),3.0,3.0,3.0,2.0,,5.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0
48,GBS-23120,NEGATIV,weiblich,,,,,Realschulabschluss (Mittlere Reife),,,,,1 500	 bis unter	1 750 Euro,,trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),weder noch (3),2.0,2.0,4.0,2.0,True,,,3.0,4.0,2.0,2.0,3.0,4.0
49,GBS-08239,POSITIV,weiblich,1984-07-11,Deutschland,1.0,Ledig,Fachhochschulreife (Abschluss einer Fachoberschule),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,2 250	 bis unter	2 500 Euro,2 250	 bis unter	2 500 Euro,trifft ueberhaupt nicht zu (1),weder noch (3),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),4.0,3.0,3.0,2.0,,5.0,,2.0,3.0,3.0,4.0,4.0,4.0
50,GBS-08239,POSITIV,weiblich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,2 250	 bis unter	2 500 Euro,,trifft ueberhaupt nicht zu (1),weder noch (3),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),4.0,3.0,3.0,2.0,True,,,2.0,3.0,3.0,4.0,3.0,4.0
51,GBS-14859,NEGATIV,männlich,1947-07-19,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hauptschulabschluss/Volksschulabschluss,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,keine passende Angabe,eine Person,1 500	 bis unter	1 750 Euro,2 000	 bis unter	2 250 Euro,eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0
52,GBS-14859,NEGATIV,männlich,,,,,Hauptschulabschluss/Volksschulabschluss,,,,,1 500	 bis unter	1 750 Euro,,eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,3.0,4.0
53,GBS-31012,POSITIV,weiblich,1993-10-07,"sonstige, und zwar:",1.0,Ledig,Fachhochschulreife (Abschluss einer Fachoberschule),"Noch in beruflicher Ausbildung (Berufsvorbereitungsjahr, Auszubildende/r, Praktikant/-in, Student/-in)",2.0,Angestellte(r),"mehrere Personen, und zwar:",150 	 bis unter	400 Euro,1 000 	 bis unter 	1 250 Euro,eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,3.0,3.0
54,GBS-31012,POSITIV,weiblich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,150 	 bis unter	400 Euro,,eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,2.0,4.0,2.0,3.0
55,GBS-21622,NEGATIV,weiblich,1981-12-02,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)","Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",3 000	 bis unter 	3 250 Euro,5 500	 bis unter	6 000 Euro,trifft voll und ganz zu (5),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0
56,GBS-21622,NEGATIV,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,3 000	 bis unter 	3 250 Euro,,trifft voll und ganz zu (5),weder noch (3),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,4.0,4.0
57,GBS-19195,POSITIV,männlich,1970-07-02,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Anderer Schulabschluss:,"Ausbildung an einer Fach-, Meister-, Technikerschule, Berufs- oder Fachakademie abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 750	 bis unter 	3 000 Euro,3 000	 bis unter 	3 250 Euro,trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),weder noch (3),weder noch (3),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,3.0,4.0,4.0
58,GBS-22537,,männlich,1967-02-25,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,Promotion,1.0,Angestellte(r),"mehrere Personen, und zwar:",7 500 	 bis unter 	10 000 Euro,10 000	 bis unter	20 000 Euro,trifft voll und ganz zu (5),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),2.0,2.0,3.0,2.0,,5.0,,3.0,3.0,3.0,3.0,4.0,4.0
59,GBS-22537,,männlich,,,,,Hochschulabschluss,,,,,7 500 	 bis unter 	10 000 Euro,,trifft voll und ganz zu (5),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),2.0,2.0,3.0,2.0,True,,,3.0,3.0,3.0,3.0,4.0,4.0
60,GBS-12419,,weiblich,1981-07-11,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hauptschulabschluss/Volksschulabschluss,Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,1 250 	 bis unter 	1 500 Euro,5 500	 bis unter	6 000 Euro,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),2.0,3.0,3.0,3.0,,2.0,,3.0,3.0,4.0,4.0,4.0,4.0
61,GBS-11050,,männlich,1986-07-15,Deutschland,1.0,Ledig,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),eine Person,3 000	 bis unter 	3 250 Euro,3 250	 bis unter 	3 500 Euro,trifft ueberhaupt nicht zu (1),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,3.0,4.0
62,GBS-11050,,männlich,,,,,Hochschulabschluss,,,,,3 000	 bis unter 	3 250 Euro,,trifft ueberhaupt nicht zu (1),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),3.0,3.0,3.0,3.0,True,,,3.0,3.0,3.0,4.0,3.0,4.0
63,GBS-32482,,weiblich,1963-09-14,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",1 000 	 bis unter 	1 250 Euro,4 500	 bis unter	5 000 Euro,trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,2.0,3.0,2.0,,5.0,,3.0,3.0,3.0,4.0,4.0,4.0
64,GBS-32482,,weiblich,,,,,Realschulabschluss (Mittlere Reife),,,,,1 000 	 bis unter 	1 250 Euro,,trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,2.0,2.0,3.0,True,,,3.0,2.0,4.0,4.0,4.0,4.0
65,GBS-23776,NEGATIV,weiblich,1992-02-29,Deutschland,1.0,Ledig,Hochschulabschluss,Bachelor an (Fach-)Hochschule abgeschlossen,1.0,Angestellte(r),"mehrere Personen, und zwar:",1 250 	 bis unter 	1 500 Euro,2 250	 bis unter	2 500 Euro,trifft ueberhaupt nicht zu (1),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,4.0,2.0,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
66,GBS-23776,NEGATIV,weiblich,,,,,Hochschulabschluss,,,,,1 250 	 bis unter 	1 500 Euro,,trifft ueberhaupt nicht zu (1),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
67,GBS-22623,,weiblich,1945-01-03,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Anderer Schulabschluss:,"Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",2.0,mithelfende(r) Familienangehörige(r),"mehrere Personen, und zwar:",801	 bis unter 	1 000 Euro,2 000	 bis unter	2 250 Euro,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),weder noch (3),trifft eher nicht zu (2),weder noch (3),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,3.0,4.0,4.0
68,GBS-34902,,weiblich,1989-12-15,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,500 	 bis unter	800 Euro,500 	 bis unter	800 Euro,eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),weder noch (3),2.0,4.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
69,GBS-20952,,weiblich,1955-10-24,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 500	 bis unter	1 750 Euro,3 750	 bis unter 	4 000 Euro,weder noch (3),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),3.0,2.0,3.0,2.0,True,,,2.0,3.0,2.0,4.0,2.0,3.0
70,GBS+00272,NEGATIV,weiblich,1956-03-15,Deutschland,1.0,Geschieden,Fachhochschulreife (Abschluss einer Fachoberschule),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,1.0,Angestellte(r),eine Person,2 000	 bis unter	2 250 Euro,Angabe verweigert,trifft eher nicht zu (2),weder noch (3),trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0
71,GBS+00272,NEGATIV,weiblich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,2 000	 bis unter	2 250 Euro,,trifft eher nicht zu (2),weder noch (3),trifft ueberhaupt nicht zu (1),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
72,GBS-35393,POSITIV,männlich,1963-04-12,Deutschland,1.0,Geschieden,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),eine Person,Angabe verweigert,Angabe verweigert,trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
73,GBS-35393,POSITIV,männlich,,,,,Hochschulabschluss,,,,,Angabe verweigert,,trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),eher zutreffend (4),3.0,4.0,4.0,2.0,True,,,4.0,4.0,3.0,3.0,3.0,3.0
74,GBS-04999,,männlich,1978-02-04,Deutschland,1.0,Ledig,Hochschulabschluss,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",1.0,Angestellte(r),eine Person,4 000	 bis unter	4 500 Euro,4 000	 bis unter	4 500 Euro,eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),eher zutreffend (4),trifft voll und ganz zu (5),weder noch (3),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),3.0,3.0,3.0,2.0,True,,,2.0,3.0,3.0,3.0,3.0,4.0
75,GBS-20384,,weiblich,1974-02-12,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Realschulabschluss (Mittlere Reife),"Anderer Abschluss, und zwar:",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 500 	 bis unter 	2 750 Euro,3 250	 bis unter 	3 500 Euro,trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),trifft ueberhaupt nicht zu (1),trifft voll und ganz zu (5),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),3.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
76,GBS-10566,,männlich,1962-02-28,Deutschland,1.0,Ledig,Realschulabschluss (Mittlere Reife),Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,2.0,Angestellte(r),eine Person,2 500 	 bis unter 	2 750 Euro,2 500 	 bis unter 	2 750 Euro,eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),weder noch (3),4.0,3.0,3.0,2.0,,4.0,,2.0,3.0,4.0,4.0,3.0,4.0
77,GBS-10566,,männlich,,,,,Realschulabschluss (Mittlere Reife),,,,,2 500 	 bis unter 	2 750 Euro,,eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),weder noch (3),3.0,3.0,2.0,2.0,True,,,3.0,2.0,4.0,3.0,3.0,4.0
78,GBS-14463,,männlich,1986-09-25,Deutschland,1.0,Ledig,Fachhochschulreife (Abschluss einer Fachoberschule),"Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",1.0,Angestellte(r),eine Person,2 000	 bis unter	2 250 Euro,2 000	 bis unter	2 250 Euro,weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),3.0,3.0,4.0,2.0,,5.0,,4.0,4.0,2.0,4.0,3.0,4.0
79,GBS-14463,,männlich,,,,,Fachhochschulreife (Abschluss einer Fachoberschule),,,,,2 000	 bis unter	2 250 Euro,,weder noch (3),eher zutreffend (4),eher zutreffend (4),weder noch (3),weder noch (3),eher zutreffend (4),weder noch (3),eher zutreffend (4),eher zutreffend (4),trifft voll und ganz zu (5),3.0,2.0,1.0,3.0,True,,,2.0,1.0,3.0,4.0,3.0,4.0
80,GBS-27376,,männlich,1978-10-19,"sonstige, und zwar:",1.0,Ledig,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),eine Person,Angabe verweigert,2 250	 bis unter	2 500 Euro,eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,3.0,3.0,4.0
81,GBS-27376,,männlich,,,,,Hochschulabschluss,,,,,Angabe verweigert,,eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft eher nicht zu (2),3.0,3.0,3.0,2.0,True,,,2.0,3.0,3.0,3.0,3.0,3.0
82,GBS-35800,,männlich,1977-04-18,Deutschland,1.0,Ledig,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",2.0,Angestellte(r),"mehrere Personen, und zwar:",7 500 	 bis unter 	10 000 Euro,10 000	 bis unter	20 000 Euro,eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),3.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,4.0
83,GBS-35800,,männlich,,,,,Hochschulabschluss,,,,,7 500 	 bis unter 	10 000 Euro,,eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),trifft ueberhaupt nicht zu (1),eher zutreffend (4),4.0,3.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
84,GBS-05758,,weiblich,1971-11-16,Deutschland,1.0,Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen,Hochschulabschluss,"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",2 500 	 bis unter 	2 750 Euro,6 000	 bis unter 	7 500 Euro,eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),4.0,2.0,2.0,3.0,,5.0,,3.0,2.0,2.0,4.0,4.0,4.0
85,GBS-05758,,weiblich,,,,,Hochschulabschluss,,,,,2 500 	 bis unter 	2 750 Euro,,eher zutreffend (4),eher zutreffend (4),trifft ueberhaupt nicht zu (1),trifft eher nicht zu (2),trifft voll und ganz zu (5),trifft voll und ganz zu (5),eher zutreffend (4),trifft voll und ganz zu (5),trifft eher nicht zu (2),trifft voll und ganz zu (5),4.0,3.0,3.0,2.0,True,,,3.0,3.0,3.0,4.0,3.0,3.0
86,GBS-23269,NEGATIV,weiblich,1965-12-22,Deutschland,1.0,Geschieden,Abschluss Polytechnische Oberschule 10. Klasse (vor 1965: 8. Klasse),"Fachhochschulabschluss (z. B. Diplom, Master)",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 750 	 bis unter	2 000 Euro,6 000	 bis unter 	7 500 Euro,eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),keine Angabe,trifft eher nicht zu (2),weder noch (3),2.0,2.0,3.0,2.0,,5.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0
87,GBS-23269,NEGATIV,weiblich,,,,,Abschluss Polytechnische Oberschule 10. Klasse (vor 1965: 8. Klasse),,,,,1 750 	 bis unter	2 000 Euro,,eher zutreffend (4),trifft eher nicht zu (2),trifft eher nicht zu (2),weder noch (3),trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),keine Angabe,trifft eher nicht zu (2),weder noch (3),2.0,2.0,2.0,2.0,True,,,3.0,2.0,2.0,2.0,2.0,2.0
88,GBS-26284,,weiblich,1992-09-16,Deutschland,1.0,Ledig,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen,2.0,Angestellte(r),"mehrere Personen, und zwar:",1 000 	 bis unter 	1 250 Euro,6 000	 bis unter 	7 500 Euro,trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,3.0,3.0,2.0,,5.0,,3.0,3.0,4.0,4.0,4.0,3.0
89,GBS-26284,,weiblich,,,,,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",,,,,1 000 	 bis unter 	1 250 Euro,,trifft eher nicht zu (2),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),trifft eher nicht zu (2),eher zutreffend (4),weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),4.0,4.0,3.0,2.0,True,,,3.0,3.0,4.0,4.0,4.0,4.0
90,GBS-22528,POSITIV,weiblich,1981-07-27,Deutschland,1.0,Ledig,Realschulabschluss (Mittlere Reife),"Beruflich-schulische Ausbildung (Berufsfachschule, Handelsschule, Vorbereitungsdienst für den mittleren Dienst in der öffentlichen Verwaltung) abgeschlossen",1.0,Angestellte(r),"mehrere Personen, und zwar:",1 000 	 bis unter 	1 250 Euro,3 000	 bis unter 	3 250 Euro,weder noch (3),eher zutreffend (4),trifft eher nicht zu (2),weder noch (3),trifft ueberhaupt nicht zu (1),eher zutreffend (4),trifft eher nicht zu (2),eher zutreffend (4),trifft eher nicht zu (2),trifft voll und ganz zu (5),2.0,3.0,3.0,2.0,,5.0,,3.0,3.0,3.0,3.0,3.0,2.0
