"case","serial","ref","questnnr","mode","started","am01","am02_01","am02_02","am03_01","am03_02","am04","am05","am06","am07","am08","am08_01","am08_02","am08_03","am08_04","am08_05","am08_06","am08_07","am08_08","am08_09","am08_11","am08_12","am08_13","am08_10","am08_10a","am09","am09_01","am09_02","am09_03","am09_04","am09_05","am09_06","am09_07","am09_08","am09_09","am09_11","am09_12","am09_10","am09_10a","am10","am10_01","am10_02","am10_03","am10_04","am10_05","am10_06","am10_07","am10_07a","am11","am11_05","am12","am13","am13_01","am13_02","am13_03","am13_04","am13_05","am13_06","am13_07","am13_08","am14","am14_09","am15","am15_12","am17","am17_01","am17_02","am17_03","am17_04","am17_05","am17_06","am17_07","am17_12","am17_08","am17_09","am17_10","am17_11","am18","am19","am20_01","am22","am23","am24","am24_02","am25","am25_02","am27","am29","am30","gh02_01","gh03_01","gh03_02","gh03_03","gh03_04","gh03_05","gh03_06","gh03_07","gh03_08","gh03_09","gh03_10","gh03_11","gh03_12","gh03_13","gh04_01","gh05_01","gh06_01","gh07_01","gh08_01","gh08_02","gh08_03","gh09_01","gh09_02","gh10_01","gh11_01","gh11_02","gh12_01","lo01_01","lo01_02","lo01_03","lo01_04","lo01_05","lo01_06","lo01_07","lo01_08","lo01_09","lo01_10","so01_01","so02_01","sw02_01","sw02_02","sw02_03","sw02_04","sw02_05","sw02_06","sw02_07","sw02_08","sw02_09","sw02_10","ie01_01","ie01_02","ie01_03","ie01_04","os02","os03","os04","br01_01","br01_02","br01_03","br01_04","br01_05","br01_06","pt02_01","pt02_02","pt02_03","pt02_04","pt02_05","pt01_01","pt01_02","pt01_03","pt01_04","pt01_05","pt06_01","pt03_01","pt05_01","pt04","rc01_01","rc02_01","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time012","time013","time014","time015","time016","time017","time018","time019","time020","time021","time022","time023","time024","time025","time026","time_sum","mailsent","lastdata","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi","deg_time","kuerzel","geburtsdatum","geschlecht","gruppe","fall","gbs_code","runde2","fall_runde2","runde1","vollstaendig","nurwelle2","welle2","welle"
1097,"7W6QYNUDKY",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-31 15:39:03,"weiblich",1950-08-23,67,164,64,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Promotion",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",0,"keine passende Angabe","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"4 000	 bis unter	4 500 Euro","401 	 bis unter 500 Euro","Viel gesünder/ viel weniger krank",2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,4,3,3,1,1,1,1,1,1,2,5,1,5,5,4,1,2,2,5,7,1,4,4,4,3,3,4,4,3,3,3,5,4,2,2,"6 oder mehr","sehr viel Anteilnahme und Interesse","einfach",4,2,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,"MOMÜ50",NA,6,244,78,8,NA,6,NA,31,27,NA,17,43,57,186,32,262,139,17,14,97,61,64,127,18,6,26,1351,NA,2017-10-31 16:05:09,TRUE,FALSE,26,26,0,0,0.74,6,"MOMÜ50",1950-08-23,"weiblich","NULL",1097,"GBS-14324",NA,NA,NA,"JA",1,TRUE,"Welle 2"
100,"7X3FB5D4K6",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-15 08:18:56,"männlich",1988-04-27,29,190,95,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",60,"keine passende Angabe","Ledig","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"3 000	 bis unter 	3 250 Euro","1 000 	 bis unter 	1 250 Euro","Gleich gesund/ gleichhäufig krank",2,3,3,2,4,4,4,2,4,2,3,4,3,3,4,1,4,4,4,4,4,1,1,2,1,2,1,5,3,1,4,3,4,1,4,2,5,6,3,3,3,4,3,3,3,3,3,4,3,5,5,2,2,"3 - 5","weder viel noch wenig","schwierig",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"PENE88",NA,5,17,21,5,NA,4,NA,16,8,NA,9,28,27,46,7,119,68,7,6,50,15,23,26,7,NA,NA,514,NA,2017-09-15 08:27:30,TRUE,FALSE,24,24,0,0,1.71,42,"PENE88",1988-04-27,"männlich","NULL",100,"GBS-14001","JA",603,1,NA,NA,FALSE,"Welle 1"
603,"7X3FB5D4K6",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-07 19:35:19,"männlich",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 000 	 bis unter 	1 250 Euro",NA,2,3,4,4,4,4,4,3,3,3,3,4,3,3,3,2,4,3,3,3,3,1,1,1,1,1,1,4,3,2,4,2,3,2,4,2,4,6,2,4,3,3,3,3,3,4,3,3,3,4,5,2,2,"3 - 5","weder viel noch wenig","schwierig",4,2,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,NA,"PENE88",6,16,140,53,7,7,51,20,49,31,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,NA,2017-10-07 19:41:56,TRUE,FALSE,13,13,0,0,1.52,27,"PENE88",1988-04-27,"männlich","NULL",100,"GBS-14001","JA",603,1,NA,NA,TRUE,"Welle 2"
1103,"7XTF6YFPKF",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-11-01 11:01:35,"männlich",1950-12-24,66,182,76,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fachhochschulreife (Abschluss einer Fachoberschule)",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",0,"keine passende Angabe","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"4 500	 bis unter	5 000 Euro","4 000	 bis unter	4 500 Euro","Viel gesünder/ viel weniger krank",2,4,4,4,4,4,4,3,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,4,2,5,5,3,2,3,2,4,6,2,3,3,3,3,3,3,3,3,3,3,4,4,3,2,"3 - 5","viel Anteilnahme und Interesse","sehr einfach",4,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,"HESE50",NA,25155,98,35,7,NA,12,NA,27,11,NA,19,52,85,63,14,243,127,22,17,124,62,71,57,25,9,29,1225,NA,2017-11-01 18:20:59,TRUE,FALSE,26,26,0,0,0.69,1,"HESE50",1950-12-24,"männlich","NULL",1103,"GBS-26925",NA,NA,NA,"JA",1,TRUE,"Welle 2"
211,"7Z2ASDH1PM",NA,"Resilienz_und_politische_Teilhabe02","interview",2017-09-17 05:29:09,"weiblich",1955-07-16,62,167,63,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,"Anderer Abschluss, und zwar:","Übersetzer,Fremdsprachenkorrespondent",2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Eins","Nein",12,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"3 750	 bis unter 	4 000 Euro","1 500	 bis unter	1 750 Euro","Viel gesünder/ viel weniger krank",2,4,4,4,4,4,3,3,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,5,4,5,5,5,2,3,2,5,7,2,3,3,3,3,3,3,3,3,3,3,4,4,2,2,"6 oder mehr","sehr viel Anteilnahme und Interesse","sehr einfach",4,2,4,2,4,2,NA,NA,NA,NA,NA,2,2,3,3,3,NA,5,NA,NA,"CLTI55",NA,66,85,46,6,NA,8,NA,27,8,NA,15,124,37,117,21,179,102,13,16,57,34,46,47,59,14,NA,1040,NA,2017-09-17 05:47:58,TRUE,FALSE,25,25,0,0,0.85,2,"CLTI55",1955-07-16,"weiblich","NEGATIV",211,"GBS-28322","JA",957,1,NA,NA,FALSE,"Welle 1"
957,"7Z2ASDH1PM",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-14 09:16:37,"weiblich",NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abitur, allgemeine oder fachgebundene Hochschulreife (Gymnasium bzw. EOS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 500	 bis unter	1 750 Euro",NA,2,4,4,3,4,4,3,3,3,3,3,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,3,4,3,5,5,5,2,3,2,4,6,2,3,3,3,3,3,3,3,3,3,3,5,4,2,2,"6 oder mehr","viel Anteilnahme und Interesse","einfach",4,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"CLTI55",39,42,160,100,13,11,60,42,30,63,14,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,NA,2017-10-14 09:26:32,TRUE,FALSE,13,13,0,0,0.83,1,"CLTI55",1955-07-16,"weiblich","NEGATIV",211,"GBS-28322","JA",957,1,NA,NA,TRUE,"Welle 2"
918,"7ZFYTVU8Y1",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-12 10:32:25,"männlich",1972-01-29,45,170,71,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Nicht abhängig beschäftigt","Ja",40,"Selbstständige (im Handel, im Gastgewerbe, im Handwerk, in der Industrie, der Dienstleistung, auch Ich-AG oder Produktionsgenossenschaft des Handwerks (PGH)-Mitglied)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"10 000	 bis unter	20 000 Euro","7 500 	 bis unter 	10 000 Euro","Viel gesünder/ viel weniger krank",2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,3,4,4,3,1,1,1,1,1,1,5,5,1,5,5,3,1,5,1,5,7,1,4,4,4,4,4,4,4,4,4,4,5,5,1,1,"3 - 5","sehr viel Anteilnahme und Interesse","einfach",5,1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,"TOKO72",NA,9,21,21,5,NA,7,NA,19,48,NA,6,31,58,86,30,147,67,14,6,38,22,53,40,9,4,19,722,NA,2017-10-12 10:45:05,TRUE,FALSE,26,26,0,0,1.3,21,"TOKO72",1972-01-29,"männlich","NULL",918,"GBS-04789",NA,NA,NA,"JA",1,TRUE,"Welle 2"
128,"8215XT71YU",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-15 17:03:21,"weiblich",1981-06-27,36,167,57,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",50,"Angestellte(r)","Ledig","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"5000	 bis unter	5 500 Euro","3 000	 bis unter 	3 250 Euro","Gleich gesund/ gleichhäufig krank",2,4,3,3,2,2,4,4,3,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,2,4,4,4,5,2,5,2,4,6,2,3,3,3,3,3,3,3,3,3,4,5,4,1,2,"3 - 5","viel Anteilnahme und Interesse","einfach",4,1,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"SIUL81",NA,20,71,26,5,NA,6,NA,23,11,NA,12,19,28,89,10,117,89,10,12,41,22,31,66,9,NA,NA,717,NA,2017-09-15 17:15:18,TRUE,FALSE,24,24,0,0,1.21,13,"SIUL81",1981-06-27,"weiblich","NULL",128,"GBS-16304","JA",956,1,NA,NA,FALSE,"Welle 1"
956,"8215XT71YU",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-14 08:30:13,"weiblich",NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 000	 bis unter 	3 250 Euro",NA,1,3,4,4,4,4,4,4,4,4,3,4,4,3,4,2,3,4,4,3,4,1,1,1,1,1,1,5,3,3,4,3,5,2,1,5,5,6,2,3,3,3,3,3,4,4,4,4,4,5,4,1,2,"3 - 5","viel Anteilnahme und Interesse","sehr einfach",5,1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,TRUE,NA,"SIUL81",8,24,4074,162,7,5,86,24,22,38,13,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,2017-10-14 09:44:49,TRUE,FALSE,13,13,0,0,1.18,16,"SIUL81",1981-06-27,"weiblich","NULL",128,"GBS-16304","JA",956,1,NA,NA,TRUE,"Welle 2"
498,"8412MNANZ9",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-22 21:29:05,"weiblich",1985-06-27,32,160,52,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"[NA] Keine Angabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,"Universitätsabschluss (z. B. Diplom, Magister, Staatsexamen, Master)",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Eins","Nein",40,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",3,"eine Person",NA,"3 250	 bis unter 	3 500 Euro","kein eigenes Einkommen","Gleich gesund/ gleichhäufig krank",2,3,4,4,4,4,4,3,4,3,3,4,3,4,3,2,3,3,3,2,3,1,1,1,1,1,1,3,3,2,4,4,4,2,4,-1,4,6,2,3,3,3,3,2,3,3,3,3,3,4,3,2,1,"6 oder mehr","viel Anteilnahme und Interesse","einfach",4,2,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"SAST85",NA,24,29,49,5,NA,6,NA,44,7,NA,23,25,32,80,8,236,147,8,7,128,32,28,38,6,NA,NA,962,NA,2017-09-22 21:45:08,TRUE,FALSE,24,24,0,0,1.15,13,"SAST85",1985-06-27,"weiblich","NULL",498,"GBS-14829","JA",953,1,NA,NA,FALSE,"Welle 1"
953,"8412MNANZ9",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-13 18:58:41,"weiblich",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kein eigenes Einkommen",NA,2,3,3,4,4,4,4,3,3,3,3,4,3,4,3,2,3,3,3,3,3,1,1,1,1,1,1,3,4,2,4,5,4,1,2,3,4,6,2,3,3,3,3,3,2,3,3,3,3,4,4,2,1,"6 oder mehr","viel Anteilnahme und Interesse","sehr einfach",4,2,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,TRUE,NA,"SAST85",71,23,83,34,4,4,35,11,14,17,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,NA,2017-10-13 19:03:56,TRUE,FALSE,13,13,0,0,2.01,54,"SAST85",1985-06-27,"weiblich","NULL",498,"GBS-14829","JA",953,1,NA,NA,TRUE,"Welle 2"
1091,"84XF2UMW58",NA,"Resilienz_und_politische_Teilhabe05","interview",2017-10-30 09:41:31,"männlich",1967-06-13,50,177,92,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Hauptschulabschluss/Volksschulabschluss",NA,"Beruflich-betriebliche Berufsausbildung (Lehre) abgeschlossen",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Nicht abhängig beschäftigt","Nein",0,"keine passende Angabe","Geschieden","eine Person",NA,"eine Person",NA,"801	 bis unter 	1 000 Euro","801	 bis unter 	1 000 Euro","Weniger gesund/häufiger krank",4,1,2,2,2,2,3,2,3,2,2,2,2,3,1,4,2,1,2,2,1,2,1,1,2,1,1,5,4,2,3,3,2,4,3,3,3,6,2,2,1,1,1,2,2,3,2,1,2,4,1,-1,-1,"6 oder mehr","viel Anteilnahme und Interesse","schwierig",4,4,4,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,TRUE,"KLSC67",NA,33,61,37,8,NA,6,NA,71,13,17,18,70,54,92,20,335,196,23,17,142,54,71,85,17,9,18,1419,NA,2017-10-30 10:05:58,TRUE,FALSE,26,26,0,0,0.66,0,"KLSC67",1967-06-13,"männlich","NULL",1091,"GBS-05025",NA,NA,NA,"JA",1,TRUE,"Welle 2"
286,"87Y4NYPK1X",NA,"Resilienz_und_politische_Teilhabe03","interview",2017-09-18 19:52:59,"weiblich",1979-04-05,38,171,56,"nicht zutreffend",NA,"nicht zutreffend",NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Deutsche ",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Brasilianische","sonstige, und zwar:","Brasilien ","Ja",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hochschulabschluss",NA,"Bachelor an (Fach-)Hochschule abgeschlossen",NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",25,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",3,"mehrere Personen, und zwar:",2,"3 000	 bis unter 	3 250 Euro","500 	 bis unter	800 Euro","Gesünder/ weniger oft krank",2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,4,4,3,5,5,1,1,3,1,5,7,1,4,4,3,3,3,3,3,4,3,4,5,5,1,1,"3 - 5","weder viel noch wenig","einfach",5,4,5,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"Zafa79",NA,50,97,36,5,NA,6,NA,55,10,6,22,29,72,81,40,315,215,7,7,97,29,58,66,12,NA,NA,1290,NA,2017-09-18 20:14:55,TRUE,FALSE,24,24,0,0,0.86,5,"Zafa79",1979-04-05,"weiblich","NULL",286,"GBS-30566","JA",871,1,NA,NA,FALSE,"Welle 1"
871,"87Y4NYPK1X",NA,"Resilienz_und_politische_Teilhabe04","interview",2017-10-10 19:53:15,"weiblich",NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hochschulabschluss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500 	 bis unter	800 Euro",NA,2,3,2,4,4,2,4,4,3,3,3,4,4,4,3,2,3,3,3,3,3,1,1,1,1,1,1,5,4,2,5,5,3,2,3,1,5,7,1,3,4,3,3,3,3,3,3,3,3,5,5,1,1,"3 - 5","weder viel noch wenig","möglich",4,4,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,TRUE,NA,"Zafa79",5,32,227,248,10,7,158,68,64,107,35,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,NA,2017-10-10 20:09:33,TRUE,FALSE,13,13,0,0,0.85,8,"Zafa79",1979-04-05,"weiblich","NULL",286,"GBS-30566","JA",871,1,NA,NA,TRUE,"Welle 2"
434,"89K5Z14PL6",NA,"Resilienz_und_politische_Teilhabe01","interview",2017-09-22 11:53:14,"männlich",1961-02-23,56,173,83,"nicht zutreffend",NA,"nicht zutreffend",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Deutschland",NA,"Ja",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Hochschulabschluss",NA,"Fachhochschulabschluss (z. B. Diplom, Master)",NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eins","Nein",39,"Angestellte(r)","Verheiratet und lebe mit meinem/r Ehepartner/-in zusammen","mehrere Personen, und zwar:",2,"mehrere Personen, und zwar:",2,"3 000	 bis unter 	3 250 Euro","1 750 	 bis unter	2 000 Euro","Gleich gesund/ gleichhäufig krank",2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3,3,3,3,3,1,1,1,1,2,1,3,5,2,4,4,2,2,5,2,4,5,3,3,2,3,2,2,2,3,3,2,3,4,4,2,2,"3 - 5","weder viel noch wenig","einfach",5,2,5,1,5,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,5,NA,NA,"HEBL61",NA,79,85,72,6,NA,4,NA,24,47,18,14,69,60,172,33,257,281,83,31,127,70,217,90,93,25,NA,1421,NA,2017-09-22 12:25:51,TRUE,FALSE,25,25,0,0,0.59,1,"HEBL61",1961-02-23,"männlich","POSITIV",434,"GBS+00135","JA",1125,1,NA,NA,FALSE,"Welle 1"
